headword;pronunciation;POS;accent;schAccent;schGraph;nbSyll;page
['simpler'];['si(mpli(r'];['/n/'];['si@mpler'];['10'];['CV1CCCVC'];['2'];['simpler-sinless']
['simpleton'];['si(mplto(n'];['/n/'];['si@mpleton'];['100'];['CV1CCCVCVC'];['3'];['simpler-sinless']
['simplicity'];['si(mplee(si(ty('];['/n/'];['simpli@city'];['0100'];['CVCCCV1CVCV'];['4'];['simpler-sinless']
['simplist'];['si(mpli(st'];['/n/'];['si@mplist'];['10'];['CV1CCCVCC'];['2'];['simpler-sinless']
['simply'];['si(mply('];['/adj/'];['si@mply'];['10'];['CV1CCCV'];['2'];['simpler-sinless']
['simular'];['si(meuli(r'];['/n/'];['si@mular'];['100'];['CV1CVCVC'];['3'];['simpler-sinless']
['simulation'];['si(meulaishu(n'];['/n/'];['simula@tion'];['0010'];['CVCVCV1CVVC'];['4'];['simpler-sinless']
['simultaneous'];['simu(ltainyu(s'];['/adj/'];['simulta@neous'];['0010'];['CVCVCCV1CVVVC'];['4'];['simpler-sinless']
['sin'];['see(n'];['/n/v/'];['sin'];['0'];['CVC'];['1'];['simpler-sinless']
['since'];['si(nss'];['/prep/conj/'];['since'];['0'];['CVCCV'];['1'];['simpler-sinless']
['sincere'];['si(nseer'];['/adj/'];['since@re'];['01'];['CVCCV1CV'];['2'];['simpler-sinless']
['sincerely'];['si(nseerly('];['/adv/'];['since@rely'];['0100'];['CVCCV1CVCV'];['4'];['simpler-sinless']
['sincereness'];['si(nseerni(ss'];['/n/'];['since@reness'];['0100'];['CVCCV1CVCVCC'];['4'];['simpler-sinless']
['sincerity'];['si(nse(ri(ty('];['/n/'];['since@rity'];['0100'];['CVCCV1CVCV'];['4'];['simpler-sinless']
['sindon'];['si(ndo(n'];['/n/'];['si@ndon'];['10'];['CV1CCVC'];['2'];['simpler-sinless']
['sine'];['si)n'];['/n/'];['sine'];['0'];['CVCV'];['1'];['simpler-sinless']
['sinecure'];['si)ny(keur'];['/n/'];['si@necure'];['100'];['CV1CVCVCV'];['3'];['simpler-sinless']
['sinew'];['si(new'];['/n/v/'];['si@new'];['10'];['CV1CVC'];['2'];['simpler-sinless']
['sinewed'];['si(newi(d'];['/adj/'];['si@newed'];['100'];['CV1CVCVC'];['3'];['simpler-sinless']
['sinewshrunk'];['si(newshru(nk'];['/adj/'];['si@newshrunk'];['100'];['CV1CVCCCCVCC'];['3'];['simpler-sinless']
['sinewy'];['si(newy('];['/adj/'];['si@newy'];['100'];['CV1CVCV'];['3'];['simpler-sinless']
['sinful'];['see(nfoo(l'];['/adj/'];['si@nful'];['10'];['CV1CCVC'];['2'];['simpler-sinless']
['sinfully'];['see(nfoo(ly('];['/adv/'];['si@nfully'];['100'];['CV1CCVCCV'];['3'];['simpler-sinless']
['sinfulness'];['see(nfoo(lni(ss'];['/n/'];['si@nfulness'];['100'];['CV1CCVCCVCC'];['3'];['simpler-sinless']
['sing'];['si(ng'];['/v/'];['sing'];['0'];['CVCC'];['1'];['simpler-sinless']
['singe'];['si(ndsh'];['/v/'];['singe'];['0'];['CVCCV'];['1'];['simpler-sinless']
['singer'];['si(ngi(r'];['/n/adj/'];['si@nger'];['10'];['CV1CCVC'];['2'];['simpler-sinless']
['singingmaster'];['si(ngi(ngma%sti(r'];['/n/'];['si@ngingmaster'];['1000'];['CV1CCVCCCVCCVC'];['4'];['simpler-sinless']
['single'];['si(ngl'];['/adj/n/v/'];['si@ngle'];['1'];['CV1CCCV'];['1'];['simpler-sinless']
['singleness'];['si(nglni(ss'];['/n/'];['si@ngleness'];['100'];['CV1CCCVCVCC'];['3'];['simpler-sinless']
['singly'];['si(ngly('];['/adv/'];['si@ngly'];['10'];['CV1CCCV'];['2'];['simpler-sinless']
['singular'];['si(ngeuli(r'];['/adj/n/'];['si@ngular'];['100'];['CV1CCVCVC'];['3'];['simpler-sinless']
['singularity'];['si(ngeula(ri(ty('];['/n/'];['singula@rity'];['00100'];['CVCCVCV1CVCV'];['5'];['simpler-sinless']
['singularize'];['si(ngeuli(ri)z'];['/v/'];['si@ngularize'];['1000'];['CV1CCVCVCVCV'];['4'];['simpler-sinless']
['singularly'];['si(ngeula(rly('];['/adv/'];['si@ngularly'];['1000'];['CV1CCVCVCCV'];['4'];['simpler-sinless']
['singult'];['si(ngu(lt'];['/n/'];['si@ngult'];['10'];['CV1CCVCC'];['2'];['simpler-sinless']
['sinister'];['si(ni(sti(r'];['/adj/'];['si@nister'];['100'];['CV1CVCCVC'];['3'];['simpler-sinless']
['sinistrous'];['si(ni(stru(s'];['/adj/'];['si@nistrous'];['100'];['CV1CVCCCVVC'];['3'];['simpler-sinless']
['sinistrously'];['si(ni(stru(sly('];['/adv/'];['si@nistrously'];['1000'];['CV1CVCCCVVCCV'];['4'];['simpler-sinless']
['sink'];['si(nk'];['/n/v/'];['sink'];['0'];['CVCC'];['1'];['simpler-sinless']
['sinless'];['si(nli(ss'];['/adj/'];['si@nless'];['10'];['CV1CCVCC'];['2'];['simpler-sinless']
['sinlessness'];['si(nli(ssni(ss'];['/n/'];['si@nlessness'];['100'];['CV1CCVCCCVCC'];['3'];['sinlessness-sixtieth']
['sinner'];['see(ni(r'];['/n/'];['si@nner'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sinoffering'];['see(no(fi(ri(ng'];['/n/'];['si@noffering'];['1000'];['CV1CVCCVCVCC'];['4'];['sinlessness-sixtieth']
['sinuate'];['si(neuait'];['/v/'];['si@nuate'];['100'];['CV1CVVCV'];['3'];['sinlessness-sixtieth']
['sinuation'];['si(neuaishu(n'];['/n/'];['sinua@tion'];['0010'];['CVCVV1CVVC'];['4'];['sinlessness-sixtieth']
['sinuous'];['si(neuu(s'];['/adj/'];['si@nuous'];['100'];['CV1CVVVC'];['3'];['sinlessness-sixtieth']
['sinus'];['si)nu(s'];['/n/'];['si@nus'];['10'];['CV1CVC'];['2'];['sinlessness-sixtieth']
['sip'];['si(p'];['/n/v/'];['sip'];['0'];['CVC'];['1'];['sinlessness-sixtieth']
['siphon'];['si)fo(n'];['/n/'];['si@phon'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sipper'];['si(ppi(r'];['/n/'];['si@pper'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sippet'];['si(ppi(t'];['/n/'];['si@ppet'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sir'];['su(r'];['/n/'];['sir'];['0'];['CVC'];['1'];['sinlessness-sixtieth']
['sire'];['si)r'];['/n/'];['sire'];['0'];['CVCV'];['1'];['sinlessness-sixtieth']
['siren'];['si)ri(n'];['/n/'];['si@ren'];['10'];['CV1CVC'];['2'];['sinlessness-sixtieth']
['siriasis'];['si)ri)a(si(s'];['/n/'];['siri@asis'];['0100'];['CVCV1VCVC'];['4'];['sinlessness-sixtieth']
['sirius'];['si)ri(u(s'];['/n/'];['si@rius'];['100'];['CV1CVVC'];['3'];['sinlessness-sixtieth']
['sirocco'];['si)ro(ko('];['/n/'];['siro@cco'];['010'];['CVCV1CCV'];['3'];['sinlessness-sixtieth']
['sirrah'];['su(rra('];['/interj/'];['si@rrah'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sirup'];['si(ru(p'];['/n/'];['si@rup'];['10'];['CV1CVC'];['2'];['sinlessness-sixtieth']
['siruped'];['si(ru(pi(d'];['/adj/'];['si@ruped'];['100'];['CV1CVCVC'];['3'];['sinlessness-sixtieth']
['sirupy'];['si(ru(py('];['/adj/'];['si@rupy'];['100'];['CV1CVCV'];['3'];['sinlessness-sixtieth']
['siskin'];['si(ski(n'];['/n/'];['si@skin'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sister'];['si(sti(r'];['/n/'];['si@ster'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sisterhood'];['si(sti(rhood'];['/n/'];['si@sterhood'];['100'];['CV1CCVCCVVC'];['3'];['sinlessness-sixtieth']
['sisterly'];['si(sti(rly('];['/adj/'];['si@sterly'];['100'];['CV1CCVCCV'];['3'];['sinlessness-sixtieth']
['sit'];['si(t'];['/v/'];['sit'];['0'];['CVC'];['1'];['sinlessness-sixtieth']
['site'];['si)t'];['/n/'];['site'];['0'];['CVCV'];['1'];['sinlessness-sixtieth']
['sitfast'];['si(tfa(st'];['/adj/n/'];['si@tfast'];['10'];['CV1CCVCC'];['2'];['sinlessness-sixtieth']
['sith'];['si(th'];['/n/adv/'];['sith'];['0'];['CVCC'];['1'];['sinlessness-sixtieth']
['sithe'];['si)th'];['/n/'];['sithe'];['0'];['CVCCV'];['1'];['sinlessness-sixtieth']
['sitter'];['si(tti(r'];['/n/'];['si@tter'];['10'];['CV1CCVC'];['2'];['sinlessness-sixtieth']
['sitting'];['si(tti(ng'];['/n/adj/'];['si@tting'];['10'];['CV1CCVCC'];['2'];['sinlessness-sixtieth']
['situate'];['si(teuait'];['/adj/'];['si@tuate'];['100'];['CV1CVVCV'];['3'];['sinlessness-sixtieth']
['situation'];['si(teuaishu(n'];['/n/'];['situa@tion'];['0010'];['CVCVV1CVVC'];['4'];['sinlessness-sixtieth']
['six'];['si(ks'];['/adj/'];['six'];['0'];['CVC'];['1'];['sinlessness-sixtieth']
['sixpence'];['si(kspi(nss'];['/n/'];['si@xpence'];['10'];['CV1CCVCCV'];['2'];['sinlessness-sixtieth']
['sixteen'];['si(ksteen'];['/adj/'];['sixtee@n'];['01'];['CVCCVV1C'];['2'];['sinlessness-sixtieth']
['sixteenth'];['si(ksteenth'];['/adj/n/'];['si@xteenth'];['10'];['CV1CCVVCCC'];['2'];['sinlessness-sixtieth']
['sixth'];['si(kst'];['/adj/n/'];['sixth'];['0'];['CVCCC'];['1'];['sinlessness-sixtieth']
['sixthly'];['si(kstly('];['/adv/'];['si@xthly'];['10'];['CV1CCCCV'];['2'];['sinlessness-sixtieth']
['sixtieth'];['si(ksti(i(th'];['/adj/'];['si@xtieth'];['100'];['CV1CCVVCC'];['3'];['sinlessness-sixtieth']
['sixty'];['si(ksty('];['/adj/'];['si@xty'];['10'];['CV1CCV'];['2'];['sixty-skinniness']
['size'];['si)z'];['/n/'];['size'];['0'];['CVCV'];['1'];['sixty-skinniness']
['sized'];['si)zi(d'];['/adj/'];['si@zed'];['10'];['CV1CVC'];['2'];['sixty-skinniness']
['sizeable'];['si)zi(bl'];['/adj/'];['si@zeable'];['10'];['CV1CVVCCV'];['2'];['sixty-skinniness']
['sizer'];['si)zi(r'];['/n/'];['si@zer'];['10'];['CV1CVC'];['2'];['sixty-skinniness']
['siziness'];['si)zi(ni(ss'];['/n/'];['si@ziness'];['100'];['CV1CVCVCC'];['3'];['sixty-skinniness']
['sizy'];['si)zy('];['/adj/'];['si@zy'];['10'];['CV1CV'];['2'];['sixty-skinniness']
['skaddle'];['ska(dl'];['/n/'];['ska@ddle'];['1'];['CCV1CCCV'];['1'];['sixty-skinniness']
['skaddons'];['ska(do(nz'];['/n/'];['ska@ddons'];['10'];['CCV1CCVCC'];['2'];['sixty-skinniness']
['skein'];['skain'];['/n/'];['skein'];['0'];['CCVVC'];['1'];['sixty-skinniness']
['skainsmate'];['skainzmait'];['/n/'];['skai@nsmate'];['10'];['CCVV1CCCVCV'];['2'];['sixty-skinniness']
['skate'];['skait'];['/n/v/'];['skate'];['0'];['CCVCV'];['1'];['sixty-skinniness']
['skean'];['skee(a(n'];['/n/'];['ske@an'];['10'];['CCV1VC'];['2'];['sixty-skinniness']
['skeg'];['ske(g'];['/n/'];['skeg'];['0'];['CCVC'];['1'];['sixty-skinniness']
['skegger'];['ske(gi(r'];['/n/'];['ske@gger'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skeleton'];['ske(li(to(n'];['/n/'];['ske@leton'];['100'];['CCV1CVCVC'];['3'];['sixty-skinniness']
['skellum'];['ske(llu(m'];['/n/'];['ske@llum'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skep'];['ske(p'];['/n/'];['skep'];['0'];['CCVC'];['1'];['sixty-skinniness']
['skeptic'];['ske(pti(k'];['/adj/'];['ske@ptic'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skeptical'];['ske(pti(ki(l'];['/adj/'];['ske@ptical'];['100'];['CCV1CCVCVC'];['3'];['sixty-skinniness']
['skepticism'];['ske(pti(si(zm'];['/n/'];['ske@pticism'];['100'];['CCV1CCVCVCC'];['3'];['sixty-skinniness']
['sketch'];['ske(tsh'];['/n/v/'];['sketch'];['0'];['CCVCCC'];['1'];['sixty-skinniness']
['skewer'];['skewi(r'];['/n/'];['ske@wer'];['10'];['CCV1CVC'];['2'];['sixty-skinniness']
['skiff'];['ski(f'];['/n/'];['skiff'];['0'];['CCVCC'];['1'];['sixty-skinniness']
['skilful'];['ski(lfoo(l'];['/adj/'];['ski@lful'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skilfully'];['ski(lfoo(ly('];['/adv/'];['ski@lfully'];['100'];['CCV1CCVCCV'];['3'];['sixty-skinniness']
['skilfulness'];['ski(lfoo(lni(ss'];['/n/'];['ski@lfulness'];['100'];['CCV1CCVCCVCC'];['3'];['sixty-skinniness']
['skill'];['ski(ll'];['/n/'];['skill'];['0'];['CCVCC'];['1'];['sixty-skinniness']
['skilled'];['ski(lli(d'];['/adj/'];['ski@lled'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skilless'];['ski(lli(ss'];['/adj/'];['ski@lless'];['10'];['CCV1CCVCC'];['2'];['sixty-skinniness']
['skillet'];['ski(lli(t'];['/n/'];['ski@llet'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skim'];['skim'];['/v/'];['skim'];['0'];['CCVC'];['1'];['sixty-skinniness']
['skimble-skamble'];['ski(mblska(mbl'];['/adj/'];['ski@mble-skamble'];[];[];[];[]
['skimmer'];['ski(mmi(r'];['/n/'];['ski@mmer'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skin'];['ski(n'];['/n/v/'];['skin'];['0'];['CCVC'];['1'];['sixty-skinniness']
['skink'];['ski(nk'];['/n/v/'];['skink'];['0'];['CCVCC'];['1'];['sixty-skinniness']
['skinker'];['ski(nki(r'];['/n/'];['ski@nker'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skinned'];['ski(nni(d'];['/adj/'];['ski@nned'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skinner'];['ski(ni(r'];['/n/'];['ski@nner'];['10'];['CCV1CCVC'];['2'];['sixty-skinniness']
['skinniness'];['ski(ni(ni(ss'];['/n/'];['ski@nniness'];['100'];['CCV1CCVCVCC'];['3'];['sixty-skinniness']
['skinny'];['ski(nny('];['/adj/'];['ski@nny'];['10'];['CCV1CCV'];['2'];['skinny-slanderously']
['skip'];['ski(p'];['/n/v/'];['skip'];['0'];['CCVC'];['1'];['skinny-slanderously']
['skipjack'];['ski(pja(k'];['/n/'];['ski@pjack'];['10'];['CCV1CCVCC'];['2'];['skinny-slanderously']
['skipkennel'];['ski(pke(ni(l'];['/n/'];['ski@pkennel'];['100'];['CCV1CCVCCVC'];['3'];['skinny-slanderously']
['skipper'];['ski(pi(r'];['/n/'];['ski@pper'];['10'];['CCV1CCVC'];['2'];['skinny-slanderously']
['skirmish'];['ski(rmi(sh'];['/n/v/'];['ski@rmish'];['10'];['CCV1CCVCC'];['2'];['skinny-slanderously']
['skirmisher'];['ski(rmi(shi(r'];['/n/'];['ski@rmisher'];['100'];['CCV1CCVCCVC'];['3'];['skinny-slanderously']
['skirre'];['ski(r'];['/v/'];['skirre'];['0'];['CCVCCV'];['1'];['skinny-slanderously']
['skirret'];['ski(ri(t'];['/n/'];['ski@rret'];['10'];['CCV1CCVC'];['2'];['skinny-slanderously']
['skirt'];['ski(rt'];['/n/v/'];['skirt'];['0'];['CCVCC'];['1'];['skinny-slanderously']
['skittish'];['ski(tti(sh'];['/adj/'];['ski@ttish'];['10'];['CCV1CCVCC'];['2'];['skinny-slanderously']
['skittishly'];['ski(ti(shly('];['/adv/'];['ski@ttishly'];['100'];['CCV1CCVCCCV'];['3'];['skinny-slanderously']
['skittishness'];['ski(ti(shni(ss'];['/n/'];['ski@ttishness'];['100'];['CCV1CCVCCCVCC'];['3'];['skinny-slanderously']
['skreen'];['skreen'];['/n/v/'];['skreen'];['0'];['CCCVVC'];['1'];['skinny-slanderously']
['skue'];['skew'];['/adj/v/'];['skue'];['0'];['CCVV'];['1'];['skinny-slanderously']
['skulk'];['sku(lk'];['/v/n/'];['skulk'];['0'];['CCVCC'];['1'];['skinny-slanderously']
['skull'];['sku(ll'];['/n/v/'];['skull'];['0'];['CCVCC'];['1'];['skinny-slanderously']
['skullcap'];['sku(lka(p'];['/n/'];['sku@llcap'];['10'];['CCV1CCCVC'];['2'];['skinny-slanderously']
['sky'];['sky)'];['/n/'];['sky'];['0'];['CCV'];['1'];['skinny-slanderously']
['skyey'];['ski)y('];['/adj/'];['sky@ey'];['10'];['CCV1VV'];['2'];['skinny-slanderously']
['skyed'];['ski)i(d'];['/adj/'];['sky@ed'];['10'];['CCV1VC'];['2'];['skinny-slanderously']
['skyish'];['ski)i(sh'];['/adj/'];['sky@ish'];['10'];['CCV1VCC'];['2'];['skinny-slanderously']
['skylark'];['sky)la%rk'];['/n/'];['sky@lark'];['10'];['CCV1CVCC'];['2'];['skinny-slanderously']
['skylight'];['sky)li)t'];['/n/'];['sky@light'];['10'];['CCV1CVCCC'];['2'];['skinny-slanderously']
['skyrocket'];['sky)ro(ki(t'];['/n/'];['sky@rocket'];['100'];['CCV1CVCCVC'];['3'];['skinny-slanderously']
['slab'];['sla(b'];['/n/'];['slab'];['0'];['CCVC'];['1'];['skinny-slanderously']
['slabber'];['sla(bi(r'];['/v/'];['sla@bber'];['10'];['CCV1CCVC'];['2'];['skinny-slanderously']
['slabberer'];['sla(bi(ri(r'];['/n/'];['sla@bberer'];['100'];['CCV1CCVCVC'];['3'];['skinny-slanderously']
['slabby'];['sla(by('];['/adj/'];['sla@bby'];['10'];['CCV1CCV'];['2'];['skinny-slanderously']
['slack'];['sla(k'];['/adj/n/v/'];['slack'];['0'];['CCVCC'];['1'];['skinny-slanderously']
['slacken'];['ska(kn'];['/v/'];['sla@cken'];['10'];['CCV1CCVC'];['2'];['skinny-slanderously']
['slackly'];['sla(kly('];['/adv/'];['sla@ckly'];['10'];['CCV1CCCV'];['2'];['skinny-slanderously']
['slakness'];['sla(kni(ss'];['/n/'];['sla@kness'];['10'];['CCV1CCVCC'];['2'];['skinny-slanderously']
['slag'];['sla(g'];['/n/'];['slag'];['0'];['CCVC'];['1'];['skinny-slanderously']
['slain'];['slain'];['/adj/'];['slain'];['0'];['CCVVC'];['1'];['skinny-slanderously']
['slake'];['slaik'];['/n/v/'];['slake'];['0'];['CCVCV'];['1'];['skinny-slanderously']
['slam'];['sla(m'];['/v/'];['slam'];['0'];['CCVC'];['1'];['skinny-slanderously']
['slander'];['sla%ndi(r'];['/n/v/'];['sla@nder'];['10'];['CCV1CCVC'];['2'];['skinny-slanderously']
['slanderer'];['sla%ndi(ri(r'];['/n/'];['sla@nderer'];['100'];['CCV1CCVCVC'];['3'];['skinny-slanderously']
['slanderous'];['sla%ndi(ru(s'];['/adj/'];['sla@nderous'];['100'];['CCV1CCVCVVC'];['3'];['skinny-slanderously']
['slanderously'];['sla%ndi(ru(sly('];['/adv/'];['sla@nderously'];['1000'];['CCV1CCVCVVCCV'];['4'];['skinny-slanderously']
['slang'];['sla(ng'];['/ved/'];['slang'];['0'];['CCVCC'];['1'];['slang-sleeveless']
['slank'];['sla(nk'];['/n/'];['slank'];['0'];['CCVCC'];['1'];['slang-sleeveless']
['slant'];['sla%nt'];['/adv/'];['slant'];['0'];['CCVCC'];['1'];['slang-sleeveless']
['slanting'];['sla%nti(ng'];['/adv/'];['sla@nting'];['10'];['CCV1CCVCC'];['2'];['slang-sleeveless']
['slantwise'];['sla%ntwi)z'];['/adv/'];['sla@ntwise'];['10'];['CCV1CCCVCV'];['2'];['slang-sleeveless']
['slap'];['sla(p'];['/n/v/'];['slap'];['0'];['CCVC'];['1'];['slang-sleeveless']
['slapdash'];['sla(pda(sh'];['/adv/'];['sla@pdash'];['10'];['CCV1CCVCC'];['2'];['slang-sleeveless']
['slash'];['sla(sh'];['/n/v/'];['slash'];['0'];['CCVCC'];['1'];['slang-sleeveless']
['slatch'];['sla(tsh'];['/n/'];['slatch'];['0'];['CCVCCC'];['1'];['slang-sleeveless']
['slate'];['slait'];['/n/v/'];['slate'];['0'];['CCVCV'];['1'];['slang-sleeveless']
['slater'];['slaiti(r'];['/n/'];['sla@ter'];['10'];['CCV1CVC'];['2'];['slang-sleeveless']
['slattern'];['sla(ti(rn'];['/n/'];['sla@ttern'];['10'];['CCV1CCVCC'];['2'];['slang-sleeveless']
['slaty'];['slaity('];['/adj/'];['sla@ty'];['10'];['CCV1CV'];['2'];['slang-sleeveless']
['slave'];['slaiv'];['/n/v/'];['slave'];['0'];['CCVCV'];['1'];['slang-sleeveless']
['slaver'];['slai(vi(r'];['/n/v/'];['sla@ver'];['10'];['CCV1CVC'];['2'];['slang-sleeveless']
['slaverer'];['slai(vri(r'];['/n/'];['sla@verer'];['100'];['CCV1CVCVC'];['3'];['slang-sleeveless']
['slavery'];['slaivry('];['/n/'];['sla@very'];['100'];['CCV1CVCV'];['3'];['slang-sleeveless']
['slaughter'];['slauti(r'];['/n/v/'];['sla@ughter'];['10'];['CCV1VCCCVC'];['2'];['slang-sleeveless']
['slaughterhouse'];['slauti(rhou*ss'];['/n/'];['sla@ughterhouse'];['100'];['CCV1VCCCVCCVVCV'];['3'];['slang-sleeveless']
['slaughterous'];['slauti(ru(s'];['/adj/'];['sla@ughterous'];['100'];['CCV1VCCCVCVVC'];['3'];['slang-sleeveless']
['slavish'];['slaivi(sh'];['/adj/'];['sla@vish'];['10'];['CCV1CVCC'];['2'];['slang-sleeveless']
['slavishly'];['slaivi(shly('];['/adv/'];['sla@vishly'];['100'];['CCV1CVCCCV'];['3'];['slang-sleeveless']
['slavishness'];['slaivi(shni(ss'];['/n/'];['sla@vishness'];['100'];['CCV1CVCCCVCC'];['3'];['slang-sleeveless']
['slay'];['slay'];['/n/v/'];['slay'];['0'];['CCVV'];['1'];['slang-sleeveless']
['slayer'];['slayi(r'];['/n/'];['sla@yer'];['10'];['CCV1VVC'];['2'];['slang-sleeveless']
['sled'];['sle(d'];['/n/'];['sled'];['0'];['CCVC'];['1'];['slang-sleeveless']
['sledded'];['sle(di(d'];['/adj/'];['sle@dded'];['10'];['CCV1CCVC'];['2'];['slang-sleeveless']
['sledge'];['sle(dsh'];['/n/'];['sledge'];['0'];['CCVCCV'];['1'];['slang-sleeveless']
['sleek'];['sleek'];['/adj/v/'];['sleek'];['0'];['CCVVC'];['1'];['slang-sleeveless']
['sleekly'];['sleekly('];['/adv/'];['slee@kly'];['10'];['CCVV1CCV'];['2'];['slang-sleeveless']
['sleep'];['sleep'];['/n/v/'];['sleep'];['0'];['CCVVC'];['1'];['slang-sleeveless']
['sleeper'];['sleepi(r'];['/n/'];['slee@per'];['10'];['CCVV1CVC'];['2'];['slang-sleeveless']
['sleepily'];['sleepi(ly('];['/adv/'];['slee@pily'];['100'];['CCVV1CVCV'];['3'];['slang-sleeveless']
['sleepiness'];['sleepi(niss'];['/n/'];['slee@piness'];['100'];['CCVV1CVCVCC'];['3'];['slang-sleeveless']
['sleepless'];['sleepli(ss'];['/adj/'];['slee@pless'];['10'];['CCVV1CCVCC'];['2'];['slang-sleeveless']
['sleepy'];['sleepy('];['/adj/'];['slee@py'];['10'];['CCVV1CV'];['2'];['slang-sleeveless']
['sleet'];['sleet'];['/n/v/'];['sleet'];['0'];['CCVVC'];['1'];['slang-sleeveless']
['sleety'];['sleety('];['/adj/'];['slee@ty'];['10'];['CCVV1CV'];['2'];['slang-sleeveless']
['sleeve'];['sleev'];['/n/'];['sleeve'];['0'];['CCVVCV'];['1'];['slang-sleeveless']
['sleeved'];['sleevi(d'];['/adj/'];['slee@ved'];['10'];['CCVV1CVC'];['2'];['slang-sleeveless']
['sleeveless'];['sleevli(ss'];['/adj/'];['slee@veless'];['10'];['CCVV1CVCVCC'];['2'];['slang-sleeveless']
['sleight'];['sli)t'];['/n/'];['sleight'];['0'];['CCVVCCC'];['1'];['sleight-slopeness']
['slender'];['sle(ndi(r'];['/adj/'];['sle@nder'];['10'];['CCV1CCVC'];['2'];['sleight-slopeness']
['slenderly'];['sle(ndi(rly('];['/adv/'];['sle@nderly'];['100'];['CCV1CCVCCV'];['3'];['sleight-slopeness']
['slenderness'];['sle(ndi(rni(ss'];['/n/'];['sle@nderness'];['100'];['CCV1CCVCCVCC'];['3'];['sleight-slopeness']
['slept'];['sle(pt'];['/ved/'];['slept'];['0'];['CCVCC'];['1'];['sleight-slopeness']
['slew'];['slew'];['/ved/'];['slew'];['0'];['CCVC'];['1'];['sleight-slopeness']
['slice'];['sli)ss'];['/n/v/'];['slice'];['0'];['CCVCV'];['1'];['sleight-slopeness']
['slid'];['sli(d'];['/ved/'];['slid'];['0'];['CCVC'];['1'];['sleight-slopeness']
['slidden'];['sli(dn'];['/ved/'];['sli@dden'];['10'];['CCV1CCVC'];['2'];['sleight-slopeness']
['slide'];['sli)d'];['/n/v/'];['slide'];['0'];['CCVCV'];['1'];['sleight-slopeness']
['slider'];['sli)di(r'];['/n/'];['sli@der'];['10'];['CCV1CVC'];['2'];['sleight-slopeness']
['slight'];['sli)t'];['/adj/n/v/'];['slight'];['0'];['CCVCCC'];['1'];['sleight-slopeness']
['slighter'];['sli)ti(r'];['/n/'];['sli@ghter'];['10'];['CCV1CCCVC'];['2'];['sleight-slopeness']
['slightingly'];['sli)ti(ngly('];['/adv/'];['sli@ghtingly'];['100'];['CCV1CCCVCCCV'];['3'];['sleight-slopeness']
['slightly'];['sli)tly('];['/adv/'];['sli@ghtly'];['10'];['CCV1CCCCV'];['2'];['sleight-slopeness']
['slightness'];['sli)tni(ss'];['/n/'];['sli@ghtness'];['10'];['CCV1CCCCVCC'];['2'];['sleight-slopeness']
['slim'];['sli(m'];['/adj/n/'];['slim'];['0'];['CCVC'];['1'];['sleight-slopeness']
['slime'];['sli)m'];['/n/'];['slime'];['0'];['CCVCV'];['1'];['sleight-slopeness']
['sliminess'];['sli)mi(ni(ss'];['/n/'];['sli@miness'];['100'];['CCV1CVCVCC'];['3'];['sleight-slopeness']
['slimy'];['sli)my('];['/adj/'];['sli@my'];['10'];['CCV1CV'];['2'];['sleight-slopeness']
['sliness'];['sli)ni(ss'];['/n/'];['sli@ness'];['10'];['CCV1CVCC'];['2'];['sleight-slopeness']
['sling'];['sli(ng'];['/n/v/'];['sling'];['0'];['CCVCC'];['1'];['sleight-slopeness']
['slinger'];['sli(ngi(r'];['/n/'];['sli@nger'];['10'];['CCV1CCVC'];['2'];['sleight-slopeness']
['slink'];['sli(nk'];['/v/'];['slink'];['0'];['CCVCC'];['1'];['sleight-slopeness']
['slip'];['sli(p'];['/n/v/'];['slip'];['0'];['CCVC'];['1'];['sleight-slopeness']
['slipboard'];['sli(pbo)rd'];['/n/'];['sli@pboard'];['10'];['CCV1CCVVCC'];['2'];['sleight-slopeness']
['slipknot'];['sli(pno(t'];['/n/'];['sli@pknot'];['10'];['CCV1CCCVC'];['2'];['sleight-slopeness']
['slipper'];['sli(ppi(r'];['/n/'];['sli@pper'];['10'];['CCV1CCVC'];['2'];['sleight-slopeness']
['slipperiness'];['sli(pri(ni(ss'];['/n/'];['sli@pperiness'];['1000'];['CCV1CCVCVCVCC'];['4'];['sleight-slopeness']
